#ncbi_taxid	cluster_id	cluster_size	best_described_by
9606	CL:24229	43	mixed, incl. sodium-independent organic anion transmembrane transporter activity, and Bile acid and bile salt metabolism
9606	CL:24230	26	sodium-independent organic anion transmembrane transporter activity, and nucleoside transport
9606	CL:24233	20	mixed, incl. Organic cation transport protein/SVOP, and nucleoside transport
9606	CL:24236	10	Organic cation transport protein/SVOP, and Organic anion transporter polypeptide
9606	CL:24237	5	Organic anion transport, and Multidrug resistance-associated protein 4
9606	CL:24246	5	mixed, incl. renal tubular secretion, and MatE
9606	CL:24261	6	nucleoside transport
9606	CL:24281	17	mixed, incl. Intrahepatic cholestasis, and bile acid transmembrane transporter activity
9606	CL:24283	10	Recycling of bile acids and salts, and bile acid secretion
9606	CL:24284	5	bile acid secretion, and Gastrotropin
9606	CL:24293	5	mixed, incl. Bile salt export pump, and Solute carrier family 10 member 1
9606	CL:24314	5	mixed, incl. Shoulder domain, and tripeptide transmembrane transport
9606	CL:24324	11	urate metabolic process, and bilirubin transport
9606	CL:24326	6	urate metabolic process
9606	CL:2435	5	Protein-tyrosine phosphatase, KIM-containing, and Zinc-ribbon domain
9606	CL:24351	12	ABC transporter, and Fatty acid-binding protein 12
9606	CL:24354	5	ATP hydrolysis coupled anion transmembrane transport, and sterol-transporting ATPase activity
9606	CL:24378	47	mixed, incl. Amino acid transport across the plasma membrane, and D-glucose transmembrane transporter activity
9606	CL:24379	35	Amino acid transport across the plasma membrane, and D-glucose transmembrane transporter activity
9606	CL:24381	28	Amino acid transport across the plasma membrane, and Intestinal hexose absorption
9606	CL:24383	19	Amino acid transport across the plasma membrane
9606	CL:24385	12	Amino acid transport across the plasma membrane
9606	CL:24388	6	mixed, incl. glutamine transport, and leucine import across plasma membrane
9606	CL:24411	5	Cystinuria, and Proton-coupled neutral amino acid transporters
9606	CL:24427	5	Intestinal hexose absorption, and Fatty acid-binding protein, intestinal
9606	CL:24439	5	D-glucose transmembrane transporter activity, and Inositol transporters
9606	CL:24448	12	mixed, incl. Proton-coupled monocarboxylate transport, and D-glucose transmembrane transporter activity
9606	CL:24450	5	mixed, incl. Monocarboxylate transporter 4, and Single-strand selective monofunctional uracil DNA glycosylase
9606	CL:24477	5	mixed, incl. biotin transport, and glucose 6-phosphate:inorganic phosphate antiporter activity
9606	CL:2449	14	mixed, incl. JUN phosphorylation, and Nuclear factor of activated T cells (NFAT)
9606	CL:24491	16	Congenital hypothyroidism, and thyroid hormone transmembrane transporter activity
9606	CL:24492	11	Congenital hypothyroidism
9606	CL:24494	6	Congenital hypothyroidism
9606	CL:24513	5	thyroid hormone transmembrane transporter activity, and Iodothyronine deiodinase
9606	CL:2452	8	mixed, incl. JUN phosphorylation, and JUN kinase kinase activity
9606	CL:24522	62	mixed, incl. ion antiporter activity, and anion:cation symporter activity
9606	CL:24523	54	mixed, incl. ion antiporter activity, and anion:cation symporter activity
9606	CL:24525	39	mixed, incl. bicarbonate transmembrane transporter activity, and anion:cation symporter activity
9606	CL:24526	21	mixed, incl. Bartter syndrome, and Serine/threonine-protein kinase OSR1/WNK, CCT domain
9606	CL:24527	13	Bartter syndrome, and Serine/threonine-protein kinase OSR1/WNK, CCT domain
9606	CL:24529	6	Serine/threonine-protein kinase OSR1/WNK, CCT domain, and Amino acid permease N-terminal
9606	CL:24543	5	Bartter syndrome
9606	CL:24552	8	Epithelial sodium channel, chordates, and renal sodium ion absorption
9606	CL:24568	16	mixed, incl. secondary active sulfate transmembrane transporter activity, and Na+/H+ exchanger, isoform 2 (NHE2)
9606	CL:24571	5	mixed, incl. Carbonic anhydrase, CA4, and Na+/H+ exchanger, isoforms 3/5
9606	CL:24587	5	Solute carrier family 13, and Solute carrier family 26 member 2
9606	CL:24605	13	Hyaluronan uptake and degradation, and sodium:proton antiporter activity
9606	CL:24607	5	Hyaluronan uptake and degradation
9606	CL:24631	6	mixed, incl. Spot 14 family, and Carbonic anhydrase VB, mitochondria
9606	CL:24646	25	mixed, incl. nucleotide-sugar transmembrane transport, and Sodium Bile acid symporter family
9606	CL:24648	18	nucleotide-sugar transmembrane transport, and Sodium Bile acid symporter family
9606	CL:24650	12	nucleotide-sugar transmembrane transport, and Sugar transport protein
9606	CL:24651	7	nucleotide-sugar transmembrane transport, and Sugar transport protein
9606	CL:24664	5	UDP-N-acetylglucosamine transmembrane transport, and Threonine synthase-like
9606	CL:24686	5	mixed, incl. Fibronectin type III and SPRY containing 1, PRY/SPRY domain, and Peptidase family C69
9606	CL:24702	39	mixed, incl. ATPase dependent transmembrane transport complex, and ATP1G1/PLM/MAT8 family
9606	CL:24703	28	ATPase dependent transmembrane transport complex, and ATP1G1/PLM/MAT8 family
9606	CL:24704	23	ATPase dependent transmembrane transport complex, and ATP1G1/PLM/MAT8 family
9606	CL:24706	18	ATPase dependent transmembrane transport complex
9606	CL:24707	11	sodium:potassium-exchanging ATPase complex
9606	CL:24710	5	sodium ion export across plasma membrane
9606	CL:24730	5	ATP-binding cassette (ABC) transporter complex
9606	CL:24749	5	mixed, incl. Sterile alpha and TIR motif-containing protein 1, and light adaption
9606	CL:24758	11	mixed, incl. P-type ATPase, C-terminal, and CDC50/LEM3 family
9606	CL:24759	6	mixed, incl. CDC50/LEM3 family, and Phospholipid-transporting ATPase IK
9606	CL:24770	5	regulation of axon diameter, and Probable phospholipid-transporting ATPase IIA
9606	CL:24779	14	mixed, incl. GAR domain, and K/Cl co-transporter 4
9606	CL:24781	6	mixed, incl. K/Cl co-transporter 4, and Cat eye syndrome critical region protein 6
9606	CL:2479	24	bZIP transcription factor, and Early growth response, N-terminal
9606	CL:24795	6	GAR domain, and Leucine zipper protein 2
9606	CL:24807	12	mixed, incl. Vitamin B1 (thiamin) metabolism, and HIT domain
9606	CL:24808	7	Vitamin B1 (thiamin) metabolism, and Ras-GEF domain-containing family member 1B
9606	CL:2481	18	bZIP transcription factor, and Early growth response, N-terminal
9606	CL:2482	12	AP-1 transcription factor, and Transcription factor Jun
9606	CL:24821	5	HIT domain, and DNAJC17, RNA recognition motif
9606	CL:24831	174	mixed, incl. Sphingolipid metabolism, and MFS transporter superfamily
9606	CL:24832	103	mixed, incl. Sphingolipid metabolism, and START-like domain superfamily
9606	CL:24833	92	mixed, incl. Sphingolipid metabolism, and START-like domain superfamily
9606	CL:24834	52	Sphingolipid metabolism, and palmitoyltransferase complex
9606	CL:24835	47	Sphingolipid metabolism, and palmitoyltransferase complex
9606	CL:24836	36	Sphingolipid metabolism
9606	CL:24837	31	Sphingolipid metabolism
9606	CL:2484	6	transcription factor AP-1 complex, and Fos-related antigen 2
9606	CL:24840	26	Sphingolipid metabolism
9606	CL:24842	15	Sphingolipid metabolism
9606	CL:24845	7	sphingomyelin phosphodiesterase activity, and PAP2 superfamily C-terminal
9606	CL:24861	5	ceramidase activity, and Beta-glucosidase GBA2-type
9606	CL:24872	10	sphingoid metabolic process, and Lipid phosphate phosphohydrolase 3
9606	CL:24874	5	sphingosine-1-phosphate phosphatase activity, and sphinganine kinase activity
9606	CL:24898	5	Sialidase, and Galactose-3-O-sulfotransferase
9606	CL:24907	11	palmitoyltransferase complex
9606	CL:24911	5	serine C-palmitoyltransferase activity
9606	CL:24928	5	asialoglycoprotein receptor activity, and epinephrine transport
9606	CL:24939	38	mixed, incl. START-like domain superfamily, and Oxysterol-binding protein
9606	CL:24940	24	mixed, incl. START domain, and Oxysterol-binding protein
9606	CL:24941	13	START domain, and Niemann-Pick disease
9606	CL:24942	7	mixed, incl. MENTAL domain, and Niemann-Pick disease
9606	CL:24955	6	in StAR and phosphatidylcholine transfer protein
9606	CL:24966	11	Pleckstrin homology domain, and MSP (Major sperm protein) domain
9606	CL:24969	5	FFAT motif binding, and Pleckstrin homology domain
9606	CL:24988	11	mixed, incl. Phosphatidylinositol transfer protein, and Slowmo/Ups family
9606	CL:24990	5	Phosphatidylinositol transfer protein, and CRAL/TRIO, N-terminal domain
9606	CL:25	19328	cell
9606	CL:25017	7	mixed, incl. Motile sperm domain-containing protein 1, and Uncharacterised protein family (UPF0258)
9606	CL:25037	71	mixed, incl. MFS transporter superfamily, and DHHC palmitoyltransferase
9606	CL:25038	49	MFS transporter superfamily, and Neuronal ceroid lipofuscinosis
9606	CL:25039	38	mixed, incl. Neuronal ceroid lipofuscinosis, and Major facilitator superfamily
9606	CL:25040	25	Major facilitator superfamily, and Ion channel regulatory protein UNC-93
9606	CL:25042	18	mixed, incl. Synaptic vesicle protein SV2, and MFS/sugar transport protein
9606	CL:25044	13	mixed, incl. MFS/sugar transport protein, and Ion channel regulatory protein UNC-93
9606	CL:25046	6	mixed, incl. MFS/sugar transport protein, and Major facilitator superfamily associated domain
9606	CL:2506	5	Early growth response, N-terminal, and NAB family
9606	CL:25089	13	Neuronal ceroid lipofuscinosis, and Neuromodulin
9606	CL:25093	5	Neuronal ceroid lipofuscinosis
9606	CL:25114	11	mostly uncharacterized, incl. DNL zinc finger, and Nucleoside H+ symporter
9606	CL:25116	5	mixed, incl. DNL zinc finger, and Protein phosphatase 1 regulatory subunit 35 C-terminus
9606	CL:25126	5	mixed, incl. Nucleoside H+ symporter, and Contactin-associated protein-like 5
9606	CL:25135	22	mixed, incl. DHHC palmitoyltransferase, and Synaptotagmin 7
9606	CL:25136	15	mixed, incl. DHHC palmitoyltransferase, and Synaptotagmin 7
9606	CL:25138	7	mixed, incl. Synaptotagmin 7, and Palmitoyltransferase ZDHHC13
9606	CL:25165	7	mixed, incl. Palmitoyltransferase ZDHHC17, and Protein of unknown function DUF4562
9606	CL:25178	85	mixed, incl. structural constituent of eye lens, and Major intrinsic protein
9606	CL:25179	45	mixed, incl. Major intrinsic protein, and Rhomboid family
9606	CL:25180	29	Major intrinsic protein, and Rhomboid family
9606	CL:25181	19	Major intrinsic protein, and Carbohydrate kinase, FGGY, N-terminal
9606	CL:25184	10	Passive transport by Aquaporins
9606	CL:25186	5	Passive transport by Aquaporins
9606	CL:25209	5	Carbohydrate kinase, FGGY, N-terminal, and Lysosomal cystine transporter
9606	CL:25218	10	Rhomboid family
9606	CL:25221	5	Rhomboid family
9606	CL:25237	16	mixed, incl. Transmembrane protein FAM155, and Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter
9606	CL:25238	11	mixed, incl. Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter, and Colipase-like
9606	CL:25240	5	mixed, incl. Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2, and Regulator of chromosome condensation, RCC1
9606	CL:25259	5	Transmembrane protein FAM155, and Cation-channel complex subunit UNC-79
9606	CL:2526	28	mixed, incl. protein kinase C activity, and CREB3 factors activate genes
9606	CL:25268	40	mixed, incl. structural constituent of eye lens, and Small heat shock protein HSP20
9606	CL:25269	33	structural constituent of eye lens, and Small heat shock protein HSP20
9606	CL:2527	17	mixed, incl. CREB3 factors activate genes, and Serine/threonine-protein kinase, SIK1/2
9606	CL:25270	24	structural constituent of eye lens, and Gap junction alpha-8 protein (Cx50)
9606	CL:25273	19	structural constituent of eye lens, and Gap junction alpha-8 protein (Cx50)
9606	CL:25278	13	structural constituent of eye lens, and Gap junction alpha-8 protein (Cx50)
9606	CL:2528	10	CREB3 factors activate genes, and histone H3-S28 phosphorylation
9606	CL:25280	8	structural constituent of eye lens, and Gap junction alpha-3 protein (Cx46)
9606	CL:2530	5	CREB3 factors activate genes
9606	CL:25318	6	Small heat shock protein HSP20
9606	CL:25335	5	mixed, incl. Spindlin-3, and zeta DNA polymerase complex
9606	CL:25347	37	mostly uncharacterized, incl. Calcineurin-like phosphoesterase, and Blc2-like superfamily
9606	CL:25348	19	mostly uncharacterized, incl. Calcineurin-like phosphoesterase, and Nitric oxide synthase-interacting protein
9606	CL:25349	14	mixed, incl. Calcineurin-like phosphoesterase, and Nitric oxide synthase-interacting protein
9606	CL:25352	5	mixed, incl. Nitric oxide synthase-interacting protein, and Domain of unknown function DUF4211
9606	CL:25367	5	Calcineurin-like phosphoesterase, and SLAIN motif-containing family
9606	CL:25376	5	mixed, incl. negative regulation of microglial cell activation, and SelR domain
9606	CL:25385	18	mostly uncharacterized, incl. Protein of unknown function DUF4559, and oxoglutarate:malate antiporter activity
9606	CL:25388	6	mixed, incl. Protein of unknown function DUF4559, and RNA polymerase II-binding domain
9606	CL:25404	6	mixed, incl. Ligand-dependent nuclear receptor-interacting factor 1, and Myelin proteolipid protein PLP
9606	CL:25420	82	mostly uncharacterized, incl. Ichthyosis, and guanyl-nucleotide exchange factor complex
9606	CL:25421	43	mixed, incl. Ichthyosis, and C2 calcium-dependent domain-containing protein 4
9606	CL:25422	29	mostly uncharacterized, incl. C2 calcium-dependent domain-containing protein 4, and Cation efflux protein
9606	CL:25424	19	mostly uncharacterized, incl. C2 calcium-dependent domain-containing protein 4, and Zinc transporter 8
9606	CL:25425	14	mixed, incl. C2 calcium-dependent domain-containing protein 4, and Zinc transporter 8
9606	CL:25428	8	mixed, incl. Zinc transporter 8, and Cell division cycle protein 123
9606	CL:25452	5	mixed, incl. Inositol phospholipid synthesis and fat-storage-inducing TM, and TWIK-related alkaline pH activated K+ channel (TALK)
9606	CL:25468	6	mixed, incl. Transmembrane protein 163, and DBH-like monooxygenase protein 1
9606	CL:25479	14	mixed, incl. Ichthyosis, and nitrilase activity
9606	CL:25480	7	mixed, incl. Acrosomal protein SP-10, and Matrix metalloproteinase-28
9606	CL:2549	5	CREB-regulated transcription coactivator, and cAMP-responsive element-binding protein 1
9606	CL:25494	5	mixed, incl. ATP-binding cassette subfamily A member 12, and hepoxilin A3 synthase activity
9606	CL:25506	39	mostly uncharacterized, incl. guanyl-nucleotide exchange factor complex, and Phenylalanine zipper
9606	CL:25507	31	mostly uncharacterized, incl. Phenylalanine zipper, and Bax inhibitor 1-related
9606	CL:25509	22	mostly uncharacterized, incl. Phenylalanine zipper, and Bax inhibitor 1-related
9606	CL:25510	17	mixed, incl. Phenylalanine zipper, and Bax inhibitor 1-related
9606	CL:25512	11	mixed, incl. Phenylalanine zipper, and Regucalcin
9606	CL:25515	5	mixed, incl. Transmembrane protein 18, and M28 Zn-Peptidase Glutaminyl Cyclase
9606	CL:25543	5	mixed, incl. troponin I binding, and Leucine rich repeat 4
9606	CL:25559	5	mixed, incl. ST7 protein, and Domain of unknown function DUF5050
9606	CL:25569	7	mixed, incl. guanyl-nucleotide exchange factor complex, and Mob1/phocein family
9606	CL:25583	79	mostly uncharacterized, incl. Williams-Beuren syndrome, and peptidoglycan catabolic process
9606	CL:25584	43	mixed, incl. Williams-Beuren syndrome, and Cell cycle regulatory protein Speedy
9606	CL:25585	26	mixed, incl. Williams-Beuren syndrome, and positive regulation of transcription from RNA polymerase II promoter by glucose
9606	CL:25586	16	mixed, incl. Transcription factor II-I, and positive regulation of transcription from RNA polymerase II promoter by glucose
9606	CL:25588	5	mixed, incl. Hydrocephalus-inducing-like, and G protein-regulated inducer of neurite outgrowth
9606	CL:2560	11	protein kinase C activity, and osmosensor activity
9606	CL:25602	8	mixed, incl. positive regulation of transcription from RNA polymerase II promoter by glucose, and UPF0767 family
9606	CL:25617	10	mixed, incl. ChREBP activates metabolic gene expression, and UNC-50 family
9606	CL:25619	5	mixed, incl. Max-like protein X, and glucose mediated signaling pathway
9606	CL:2562	5	histone H3-T6 phosphorylation, and calcium-independent protein kinase C activity
9606	CL:25636	17	mixed, incl. Cell cycle regulatory protein Speedy, and GTF2I-like repeat
9606	CL:25638	7	mixed, incl. GTF2I-like repeat, and Hormonally up-regulated neu tumour-associated kinase, catalytic domain
